geoid,name,county_name,state,state_name,county_short,DMA,county_upper,cbsa_code,cbsa_title
48267,"Kimble County, Texas",Kimble County,TX,Texas,Kimble,NA,KIMBLE,NA,NA
48477,"Washington County, Texas",Washington County,TX,Texas,Washington,HOUSTON,WASHINGTON,14780,"Brenham, TX"
48429,"Stephens County, Texas",Stephens County,TX,Texas,Stephens,NA,STEPHENS,NA,NA
48003,"Andrews County, Texas",Andrews County,TX,Texas,Andrews,NA,ANDREWS,11380,"Andrews, TX"
48177,"Gonzales County, Texas",Gonzales County,TX,Texas,Gonzales,NA,GONZALES,NA,NA
48305,"Lynn County, Texas",Lynn County,TX,Texas,Lynn,NA,LYNN,31180,"Lubbock, TX"
48505,"Zapata County, Texas",Zapata County,TX,Texas,Zapata,NA,ZAPATA,49820,"Zapata, TX"
48221,"Hood County, Texas",Hood County,TX,Texas,Hood,NA,HOOD,24180,"Granbury, TX"
48269,"King County, Texas",King County,TX,Texas,King,NA,KING,NA,NA
48073,"Cherokee County, Texas",Cherokee County,TX,Texas,Cherokee,NA,CHEROKEE,27380,"Jacksonville, TX"
48119,"Delta County, Texas",Delta County,TX,Texas,Delta,NA,DELTA,NA,NA
48253,"Jones County, Texas",Jones County,TX,Texas,Jones,NA,JONES,10180,"Abilene, TX"
09015,"Windham County, Connecticut",Windham County,CT,Connecticut,Windham,NA,WINDHAM,49340,"Worcester, MA-CT"
09011,"New London County, Connecticut",New London County,CT,Connecticut,New London,NA,NEW LONDON,35980,"Norwich-New London, CT"
09007,"Middlesex County, Connecticut",Middlesex County,CT,Connecticut,Middlesex,NA,MIDDLESEX,25540,"Hartford-East Hartford-Middletown, CT"
09013,"Tolland County, Connecticut",Tolland County,CT,Connecticut,Tolland,NA,TOLLAND,25540,"Hartford-East Hartford-Middletown, CT"
09001,"Fairfield County, Connecticut",Fairfield County,CT,Connecticut,Fairfield,NEW YORK,FAIRFIELD,14860,"Bridgeport-Stamford-Norwalk, CT"
12133,"Washington County, Florida",Washington County,FL,Florida,Washington,NA,WASHINGTON,NA,NA
12031,"Duval County, Florida",Duval County,FL,Florida,Duval,NA,DUVAL,27260,"Jacksonville, FL"
12007,"Bradford County, Florida",Bradford County,FL,Florida,Bradford,NA,BRADFORD,NA,NA
12009,"Brevard County, Florida",Brevard County,FL,Florida,Brevard,NA,BREVARD,37340,"Palm Bay-Melbourne-Titusville, FL"
12019,"Clay County, Florida",Clay County,FL,Florida,Clay,NA,CLAY,27260,"Jacksonville, FL"
12067,"Lafayette County, Florida",Lafayette County,FL,Florida,Lafayette,NA,LAFAYETTE,NA,NA
12069,"Lake County, Florida",Lake County,FL,Florida,Lake,NA,LAKE,36740,"Orlando-Kissimmee-Sanford, FL"
12089,"Nassau County, Florida",Nassau County,FL,Florida,Nassau,NA,NASSAU,27260,"Jacksonville, FL"
12103,"Pinellas County, Florida",Pinellas County,FL,Florida,Pinellas,NA,PINELLAS,45300,"Tampa-St. Petersburg-Clearwater, FL"
12105,"Polk County, Florida",Polk County,FL,Florida,Polk,NA,POLK,29460,"Lakeland-Winter Haven, FL"
12111,"St. Lucie County, Florida",St. Lucie County,FL,Florida,St. Lucie,NA,ST LUCIE,38940,"Port St. Lucie, FL"
12043,"Glades County, Florida",Glades County,FL,Florida,Glades,NA,GLADES,NA,NA
12051,"Hendry County, Florida",Hendry County,FL,Florida,Hendry,NA,HENDRY,17500,"Clewiston, FL"
12061,"Indian River County, Florida",Indian River County,FL,Florida,Indian River,NA,INDIAN RIVER,42680,"Sebastian-Vero Beach, FL"
12063,"Jackson County, Florida",Jackson County,FL,Florida,Jackson,NA,JACKSON,NA,NA
12109,"St. Johns County, Florida",St. Johns County,FL,Florida,St. Johns,NA,ST JOHNS,27260,"Jacksonville, FL"
12117,"Seminole County, Florida",Seminole County,FL,Florida,Seminole,NA,SEMINOLE,36740,"Orlando-Kissimmee-Sanford, FL"
12005,"Bay County, Florida",Bay County,FL,Florida,Bay,NA,BAY,37460,"Panama City, FL"
12035,"Flagler County, Florida",Flagler County,FL,Florida,Flagler,NA,FLAGLER,19660,"Deltona-Daytona Beach-Ormond Beach, FL"
12045,"Gulf County, Florida",Gulf County,FL,Florida,Gulf,NA,GULF,NA,NA
12077,"Liberty County, Florida",Liberty County,FL,Florida,Liberty,NA,LIBERTY,NA,NA
12097,"Osceola County, Florida",Osceola County,FL,Florida,Osceola,NA,OSCEOLA,36740,"Orlando-Kissimmee-Sanford, FL"
12131,"Walton County, Florida",Walton County,FL,Florida,Walton,NA,WALTON,18880,"Crestview-Fort Walton Beach-Destin, FL"
12039,"Gadsden County, Florida",Gadsden County,FL,Florida,Gadsden,NA,GADSDEN,45220,"Tallahassee, FL"
12065,"Jefferson County, Florida",Jefferson County,FL,Florida,Jefferson,NA,JEFFERSON,45220,"Tallahassee, FL"
12083,"Marion County, Florida",Marion County,FL,Florida,Marion,NA,MARION,36100,"Ocala, FL"
12049,"Hardee County, Florida",Hardee County,FL,Florida,Hardee,NA,HARDEE,48100,"Wauchula, FL"
12093,"Okeechobee County, Florida",Okeechobee County,FL,Florida,Okeechobee,NA,OKEECHOBEE,36380,"Okeechobee, FL"
12095,"Orange County, Florida",Orange County,FL,Florida,Orange,NA,ORANGE,36740,"Orlando-Kissimmee-Sanford, FL"
12041,"Gilchrist County, Florida",Gilchrist County,FL,Florida,Gilchrist,NA,GILCHRIST,23540,"Gainesville, FL"
12121,"Suwannee County, Florida",Suwannee County,FL,Florida,Suwannee,NA,SUWANNEE,NA,NA
12001,"Alachua County, Florida",Alachua County,FL,Florida,Alachua,NA,ALACHUA,23540,"Gainesville, FL"
12013,"Calhoun County, Florida",Calhoun County,FL,Florida,Calhoun,NA,CALHOUN,NA,NA
12015,"Charlotte County, Florida",Charlotte County,FL,Florida,Charlotte,NA,CHARLOTTE,39460,"Punta Gorda, FL"
12029,"Dixie County, Florida",Dixie County,FL,Florida,Dixie,NA,DIXIE,NA,NA
12085,"Martin County, Florida",Martin County,FL,Florida,Martin,NA,MARTIN,38940,"Port St. Lucie, FL"
12115,"Sarasota County, Florida",Sarasota County,FL,Florida,Sarasota,NA,SARASOTA,35840,"North Port-Sarasota-Bradenton, FL"
12081,"Manatee County, Florida",Manatee County,FL,Florida,Manatee,NA,MANATEE,35840,"North Port-Sarasota-Bradenton, FL"
12017,"Citrus County, Florida",Citrus County,FL,Florida,Citrus,NA,CITRUS,26140,"Homosassa Springs, FL"
12003,"Baker County, Florida",Baker County,FL,Florida,Baker,NA,BAKER,27260,"Jacksonville, FL"
12113,"Santa Rosa County, Florida",Santa Rosa County,FL,Florida,Santa Rosa,NA,SANTA ROSA,37860,"Pensacola-Ferry Pass-Brent, FL"
12073,"Leon County, Florida",Leon County,FL,Florida,Leon,NA,LEON,45220,"Tallahassee, FL"
12011,"Broward County, Florida",Broward County,FL,Florida,Broward,NA,BROWARD,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
12087,"Monroe County, Florida",Monroe County,FL,Florida,Monroe,NA,MONROE,28580,"Key West, FL"
12053,"Hernando County, Florida",Hernando County,FL,Florida,Hernando,NA,HERNANDO,45300,"Tampa-St. Petersburg-Clearwater, FL"
12057,"Hillsborough County, Florida",Hillsborough County,FL,Florida,Hillsborough,NA,HILLSBOROUGH,45300,"Tampa-St. Petersburg-Clearwater, FL"
12123,"Taylor County, Florida",Taylor County,FL,Florida,Taylor,NA,TAYLOR,NA,NA
12129,"Wakulla County, Florida",Wakulla County,FL,Florida,Wakulla,NA,WAKULLA,45220,"Tallahassee, FL"
13189,"McDuffie County, Georgia",McDuffie County,GA,Georgia,McDuffie,NA,MCDUFFIE,12260,"Augusta-Richmond County, GA-SC"
13211,"Morgan County, Georgia",Morgan County,GA,Georgia,Morgan,NA,MORGAN,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
13149,"Heard County, Georgia",Heard County,GA,Georgia,Heard,NA,HEARD,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
13095,"Dougherty County, Georgia",Dougherty County,GA,Georgia,Dougherty,NA,DOUGHERTY,10500,"Albany, GA"
13111,"Fannin County, Georgia",Fannin County,GA,Georgia,Fannin,NA,FANNIN,NA,NA
13153,"Houston County, Georgia",Houston County,GA,Georgia,Houston,NA,HOUSTON,47580,"Warner Robins, GA"
13175,"Laurens County, Georgia",Laurens County,GA,Georgia,Laurens,NA,LAURENS,20140,"Dublin, GA"
13255,"Spalding County, Georgia",Spalding County,GA,Georgia,Spalding,NA,SPALDING,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
13271,"Telfair County, Georgia",Telfair County,GA,Georgia,Telfair,NA,TELFAIR,NA,NA
18171,"Warren County, Indiana",Warren County,IN,Indiana,Warren,NA,WARREN,29200,"Lafayette-West Lafayette, IN"
18165,"Vermillion County, Indiana",Vermillion County,IN,Indiana,Vermillion,NA,VERMILLION,45460,"Terre Haute, IN"
18179,"Wells County, Indiana",Wells County,IN,Indiana,Wells,NA,WELLS,14160,"Bluffton, IN"
18003,"Allen County, Indiana",Allen County,IN,Indiana,Allen,NA,ALLEN,23060,"Fort Wayne, IN"
18031,"Decatur County, Indiana",Decatur County,IN,Indiana,Decatur,NA,DECATUR,24700,"Greensburg, IN"
18035,"Delaware County, Indiana",Delaware County,IN,Indiana,Delaware,NA,DELAWARE,34620,"Muncie, IN"
18043,"Floyd County, Indiana",Floyd County,IN,Indiana,Floyd,NA,FLOYD,31140,"Louisville/Jefferson County, KY-IN"
18077,"Jefferson County, Indiana",Jefferson County,IN,Indiana,Jefferson,NA,JEFFERSON,31500,"Madison, IN"
18079,"Jennings County, Indiana",Jennings County,IN,Indiana,Jennings,NA,JENNINGS,35860,"North Vernon, IN"
18081,"Johnson County, Indiana",Johnson County,IN,Indiana,Johnson,NA,JOHNSON,26900,"Indianapolis-Carmel-Anderson, IN"
18103,"Miami County, Indiana",Miami County,IN,Indiana,Miami,NA,MIAMI,37940,"Peru, IN"
18109,"Morgan County, Indiana",Morgan County,IN,Indiana,Morgan,NA,MORGAN,26900,"Indianapolis-Carmel-Anderson, IN"
18051,"Gibson County, Indiana",Gibson County,IN,Indiana,Gibson,NA,GIBSON,NA,NA
18111,"Newton County, Indiana",Newton County,IN,Indiana,Newton,CHICAGO,NEWTON,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
18117,"Orange County, Indiana",Orange County,IN,Indiana,Orange,NA,ORANGE,NA,NA
18141,"St. Joseph County, Indiana",St. Joseph County,IN,Indiana,St. Joseph,NA,ST JOSEPH,43780,"South Bend-Mishawaka, IN-MI"
18085,"Kosciusko County, Indiana",Kosciusko County,IN,Indiana,Kosciusko,NA,KOSCIUSKO,47700,"Warsaw, IN"
18099,"Marshall County, Indiana",Marshall County,IN,Indiana,Marshall,NA,MARSHALL,38500,"Plymouth, IN"
18155,"Switzerland County, Indiana",Switzerland County,IN,Indiana,Switzerland,NA,SWITZERLAND,NA,NA
18163,"Vanderburgh County, Indiana",Vanderburgh County,IN,Indiana,Vanderburgh,NA,VANDERBURGH,21780,"Evansville, IN-KY"
18009,"Blackford County, Indiana",Blackford County,IN,Indiana,Blackford,NA,BLACKFORD,NA,NA
18143,"Scott County, Indiana",Scott County,IN,Indiana,Scott,NA,SCOTT,42500,"Scottsburg, IN"
18105,"Monroe County, Indiana",Monroe County,IN,Indiana,Monroe,NA,MONROE,14020,"Bloomington, IN"
18039,"Elkhart County, Indiana",Elkhart County,IN,Indiana,Elkhart,NA,ELKHART,21140,"Elkhart-Goshen, IN"
18025,"Crawford County, Indiana",Crawford County,IN,Indiana,Crawford,NA,CRAWFORD,NA,NA
18017,"Cass County, Indiana",Cass County,IN,Indiana,Cass,NA,CASS,30900,"Logansport, IN"
18097,"Marion County, Indiana",Marion County,IN,Indiana,Marion,NA,MARION,26900,"Indianapolis-Carmel-Anderson, IN"
18177,"Wayne County, Indiana",Wayne County,IN,Indiana,Wayne,NA,WAYNE,39980,"Richmond, IN"
19023,"Butler County, Iowa",Butler County,IA,Iowa,Butler,NA,BUTLER,NA,NA
19071,"Fremont County, Iowa",Fremont County,IA,Iowa,Fremont,NA,FREMONT,NA,NA
19079,"Hamilton County, Iowa",Hamilton County,IA,Iowa,Hamilton,NA,HAMILTON,NA,NA
19173,"Taylor County, Iowa",Taylor County,IA,Iowa,Taylor,NA,TAYLOR,NA,NA
19175,"Union County, Iowa",Union County,IA,Iowa,Union,NA,UNION,NA,NA
19195,"Worth County, Iowa",Worth County,IA,Iowa,Worth,NA,WORTH,32380,"Mason City, IA"
19159,"Ringgold County, Iowa",Ringgold County,IA,Iowa,Ringgold,NA,RINGGOLD,NA,NA
19001,"Adair County, Iowa",Adair County,IA,Iowa,Adair,NA,ADAIR,NA,NA
19037,"Chickasaw County, Iowa",Chickasaw County,IA,Iowa,Chickasaw,NA,CHICKASAW,NA,NA
19039,"Clarke County, Iowa",Clarke County,IA,Iowa,Clarke,NA,CLARKE,NA,NA
19059,"Dickinson County, Iowa",Dickinson County,IA,Iowa,Dickinson,NA,DICKINSON,44020,"Spirit Lake, IA"
19103,"Johnson County, Iowa",Johnson County,IA,Iowa,Johnson,NA,JOHNSON,26980,"Iowa City, IA"
19107,"Keokuk County, Iowa",Keokuk County,IA,Iowa,Keokuk,NA,KEOKUK,NA,NA
19171,"Tama County, Iowa",Tama County,IA,Iowa,Tama,NA,TAMA,NA,NA
19179,"Wapello County, Iowa",Wapello County,IA,Iowa,Wapello,NA,WAPELLO,36900,"Ottumwa, IA"
19069,"Franklin County, Iowa",Franklin County,IA,Iowa,Franklin,NA,FRANKLIN,NA,NA
19027,"Carroll County, Iowa",Carroll County,IA,Iowa,Carroll,NA,CARROLL,16140,"Carroll, IA"
19031,"Cedar County, Iowa",Cedar County,IA,Iowa,Cedar,NA,CEDAR,NA,NA
19067,"Floyd County, Iowa",Floyd County,IA,Iowa,Floyd,NA,FLOYD,NA,NA
19073,"Greene County, Iowa",Greene County,IA,Iowa,Greene,NA,GREENE,NA,NA
19115,"Louisa County, Iowa",Louisa County,IA,Iowa,Louisa,NA,LOUISA,NA,NA
19119,"Lyon County, Iowa",Lyon County,IA,Iowa,Lyon,NA,LYON,NA,NA
13291,"Union County, Georgia",Union County,GA,Georgia,Union,NA,UNION,NA,NA
37017,"Bladen County, North Carolina",Bladen County,NC,North Carolina,Bladen,NA,BLADEN,NA,NA
37031,"Carteret County, North Carolina",Carteret County,NC,North Carolina,Carteret,NA,CARTERET,33980,"Morehead City, NC"
37015,"Bertie County, North Carolina",Bertie County,NC,North Carolina,Bertie,NA,BERTIE,NA,NA
37117,"Martin County, North Carolina",Martin County,NC,North Carolina,Martin,NA,MARTIN,NA,NA
37143,"Perquimans County, North Carolina",Perquimans County,NC,North Carolina,Perquimans,NA,PERQUIMANS,21020,"Elizabeth City, NC"
37157,"Rockingham County, North Carolina",Rockingham County,NC,North Carolina,Rockingham,NA,ROCKINGHAM,24660,"Greensboro-High Point, NC"
37029,"Camden County, North Carolina",Camden County,NC,North Carolina,Camden,NA,CAMDEN,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
37071,"Gaston County, North Carolina",Gaston County,NC,North Carolina,Gaston,NA,GASTON,16740,"Charlotte-Concord-Gastonia, NC-SC"
37125,"Moore County, North Carolina",Moore County,NC,North Carolina,Moore,RALEIGH,MOORE,38240,"Pinehurst-Southern Pines, NC"
37167,"Stanly County, North Carolina",Stanly County,NC,North Carolina,Stanly,NA,STANLY,10620,"Albemarle, NC"
37199,"Yancey County, North Carolina",Yancey County,NC,North Carolina,Yancey,NA,YANCEY,NA,NA
37037,"Chatham County, North Carolina",Chatham County,NC,North Carolina,Chatham,RALEIGH,CHATHAM,20500,"Durham-Chapel Hill, NC"
37101,"Johnston County, North Carolina",Johnston County,NC,North Carolina,Johnston,RALEIGH,JOHNSTON,39580,"Raleigh-Cary, NC"
37145,"Person County, North Carolina",Person County,NC,North Carolina,Person,RALEIGH,PERSON,20500,"Durham-Chapel Hill, NC"
37009,"Ashe County, North Carolina",Ashe County,NC,North Carolina,Ashe,NA,ASHE,NA,NA
37107,"Lenoir County, North Carolina",Lenoir County,NC,North Carolina,Lenoir,NA,LENOIR,28820,"Kinston, NC"
37133,"Onslow County, North Carolina",Onslow County,NC,North Carolina,Onslow,NA,ONSLOW,27340,"Jacksonville, NC"
37161,"Rutherford County, North Carolina",Rutherford County,NC,North Carolina,Rutherford,NA,RUTHERFORD,22580,"Forest City, NC"
37197,"Yadkin County, North Carolina",Yadkin County,NC,North Carolina,Yadkin,NA,YADKIN,49180,"Winston-Salem, NC"
37023,"Burke County, North Carolina",Burke County,NC,North Carolina,Burke,NA,BURKE,25860,"Hickory-Lenoir-Morganton, NC"
38097,"Traill County, North Dakota",Traill County,ND,North Dakota,Traill,NA,TRAILL,NA,NA
38021,"Dickey County, North Dakota",Dickey County,ND,North Dakota,Dickey,NA,DICKEY,NA,NA
38101,"Ward County, North Dakota",Ward County,ND,North Dakota,Ward,NA,WARD,33500,"Minot, ND"
38067,"Pembina County, North Dakota",Pembina County,ND,North Dakota,Pembina,NA,PEMBINA,NA,NA
38041,"Hettinger County, North Dakota",Hettinger County,ND,North Dakota,Hettinger,NA,HETTINGER,NA,NA
38017,"Cass County, North Dakota",Cass County,ND,North Dakota,Cass,NA,CASS,22020,"Fargo, ND-MN"
38029,"Emmons County, North Dakota",Emmons County,ND,North Dakota,Emmons,NA,EMMONS,NA,NA
38077,"Richland County, North Dakota",Richland County,ND,North Dakota,Richland,NA,RICHLAND,47420,"Wahpeton, ND-MN"
38001,"Adams County, North Dakota",Adams County,ND,North Dakota,Adams,NA,ADAMS,NA,NA
38027,"Eddy County, North Dakota",Eddy County,ND,North Dakota,Eddy,NA,EDDY,NA,NA
38057,"Mercer County, North Dakota",Mercer County,ND,North Dakota,Mercer,NA,MERCER,NA,NA
38073,"Ransom County, North Dakota",Ransom County,ND,North Dakota,Ransom,NA,RANSOM,NA,NA
38085,"Sioux County, North Dakota",Sioux County,ND,North Dakota,Sioux,NA,SIOUX,NA,NA
38033,"Golden Valley County, North Dakota",Golden Valley County,ND,North Dakota,Golden Valley,NA,GOLDEN VALLEY,NA,NA
38095,"Towner County, North Dakota",Towner County,ND,North Dakota,Towner,NA,TOWNER,NA,NA
38023,"Divide County, North Dakota",Divide County,ND,North Dakota,Divide,NA,DIVIDE,NA,NA
38081,"Sargent County, North Dakota",Sargent County,ND,North Dakota,Sargent,NA,SARGENT,NA,NA
39105,"Meigs County, Ohio",Meigs County,OH,Ohio,Meigs,NA,MEIGS,NA,NA
39021,"Champaign County, Ohio",Champaign County,OH,Ohio,Champaign,NA,CHAMPAIGN,46500,"Urbana, OH"
39057,"Greene County, Ohio",Greene County,OH,Ohio,Greene,NA,GREENE,19430,"Dayton-Kettering, OH"
39087,"Lawrence County, Ohio",Lawrence County,OH,Ohio,Lawrence,NA,LAWRENCE,26580,"Huntington-Ashland, WV-KY-OH"
39115,"Morgan County, Ohio",Morgan County,OH,Ohio,Morgan,NA,MORGAN,NA,NA
39175,"Wyandot County, Ohio",Wyandot County,OH,Ohio,Wyandot,NA,WYANDOT,NA,NA
39043,"Erie County, Ohio",Erie County,OH,Ohio,Erie,NA,ERIE,41780,"Sandusky, OH"
39091,"Logan County, Ohio",Logan County,OH,Ohio,Logan,NA,LOGAN,13340,"Bellefontaine, OH"
39153,"Summit County, Ohio",Summit County,OH,Ohio,Summit,NA,SUMMIT,10420,"Akron, OH"
16059,"Lemhi County, Idaho",Lemhi County,ID,Idaho,Lemhi,NA,LEMHI,NA,NA
16075,"Payette County, Idaho",Payette County,ID,Idaho,Payette,NA,PAYETTE,36620,"Ontario, OR-ID"
16009,"Benewah County, Idaho",Benewah County,ID,Idaho,Benewah,NA,BENEWAH,NA,NA
16017,"Bonner County, Idaho",Bonner County,ID,Idaho,Bonner,NA,BONNER,41760,"Sandpoint, ID"
16033,"Clark County, Idaho",Clark County,ID,Idaho,Clark,NA,CLARK,NA,NA
16037,"Custer County, Idaho",Custer County,ID,Idaho,Custer,NA,CUSTER,NA,NA
16039,"Elmore County, Idaho",Elmore County,ID,Idaho,Elmore,NA,ELMORE,34300,"Mountain Home, ID"
16043,"Fremont County, Idaho",Fremont County,ID,Idaho,Fremont,NA,FREMONT,39940,"Rexburg, ID"
16065,"Madison County, Idaho",Madison County,ID,Idaho,Madison,NA,MADISON,39940,"Rexburg, ID"
16079,"Shoshone County, Idaho",Shoshone County,ID,Idaho,Shoshone,NA,SHOSHONE,NA,NA
16049,"Idaho County, Idaho",Idaho County,ID,Idaho,Idaho,NA,IDAHO,NA,NA
16081,"Teton County, Idaho",Teton County,ID,Idaho,Teton,NA,TETON,27220,"Jackson, WY-ID"
16077,"Power County, Idaho",Power County,ID,Idaho,Power,NA,POWER,38540,"Pocatello, ID"
16087,"Washington County, Idaho",Washington County,ID,Idaho,Washington,NA,WASHINGTON,NA,NA
17067,"Hancock County, Illinois",Hancock County,IL,Illinois,Hancock,NA,HANCOCK,22800,"Fort Madison-Keokuk, IA-IL-MO"
17119,"Madison County, Illinois",Madison County,IL,Illinois,Madison,NA,MADISON,41180,"St. Louis, MO-IL"
17063,"Grundy County, Illinois",Grundy County,IL,Illinois,Grundy,CHICAGO,GRUNDY,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17091,"Kankakee County, Illinois",Kankakee County,IL,Illinois,Kankakee,CHICAGO,KANKAKEE,28100,"Kankakee, IL"
17131,"Mercer County, Illinois",Mercer County,IL,Illinois,Mercer,NA,MERCER,19340,"Davenport-Moline-Rock Island, IA-IL"
17043,"DuPage County, Illinois",DuPage County,IL,Illinois,DuPage,CHICAGO,DUPAGE,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17003,"Alexander County, Illinois",Alexander County,IL,Illinois,Alexander,NA,ALEXANDER,16020,"Cape Girardeau, MO-IL"
17129,"Menard County, Illinois",Menard County,IL,Illinois,Menard,NA,MENARD,44100,"Springfield, IL"
17099,"LaSalle County, Illinois",LaSalle County,IL,Illinois,LaSalle,CHICAGO,LASALLE,36837,"Ottawa, IL"
17031,"Cook County, Illinois",Cook County,IL,Illinois,Cook,CHICAGO,COOK,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
17115,"Macon County, Illinois",Macon County,IL,Illinois,Macon,NA,MACON,19500,"Decatur, IL"
17177,"Stephenson County, Illinois",Stephenson County,IL,Illinois,Stephenson,NA,STEPHENSON,23300,"Freeport, IL"
17191,"Wayne County, Illinois",Wayne County,IL,Illinois,Wayne,NA,WAYNE,NA,NA
17203,"Woodford County, Illinois",Woodford County,IL,Illinois,Woodford,NA,WOODFORD,37900,"Peoria, IL"
17055,"Franklin County, Illinois",Franklin County,IL,Illinois,Franklin,NA,FRANKLIN,NA,NA
17109,"McDonough County, Illinois",McDonough County,IL,Illinois,McDonough,NA,MCDONOUGH,31380,"Macomb, IL"
17111,"McHenry County, Illinois",McHenry County,IL,Illinois,McHenry,CHICAGO,MCHENRY,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
20071,"Greeley County, Kansas",Greeley County,KS,Kansas,Greeley,NA,GREELEY,NA,NA
20051,"Ellis County, Kansas",Ellis County,KS,Kansas,Ellis,NA,ELLIS,25700,"Hays, KS"
20107,"Linn County, Kansas",Linn County,KS,Kansas,Linn,NA,LINN,28140,"Kansas City, MO-KS"
20175,"Seward County, Kansas",Seward County,KS,Kansas,Seward,NA,SEWARD,30580,"Liberal, KS"
20091,"Johnson County, Kansas",Johnson County,KS,Kansas,Johnson,NA,JOHNSON,28140,"Kansas City, MO-KS"
20121,"Miami County, Kansas",Miami County,KS,Kansas,Miami,NA,MIAMI,28140,"Kansas City, MO-KS"
20207,"Woodson County, Kansas",Woodson County,KS,Kansas,Woodson,NA,WOODSON,NA,NA
20135,"Ness County, Kansas",Ness County,KS,Kansas,Ness,NA,NESS,NA,NA
20011,"Bourbon County, Kansas",Bourbon County,KS,Kansas,Bourbon,NA,BOURBON,NA,NA
20097,"Kiowa County, Kansas",Kiowa County,KS,Kansas,Kiowa,NA,KIOWA,NA,NA
20177,"Shawnee County, Kansas",Shawnee County,KS,Kansas,Shawnee,NA,SHAWNEE,45820,"Topeka, KS"
20019,"Chautauqua County, Kansas",Chautauqua County,KS,Kansas,Chautauqua,NA,CHAUTAUQUA,NA,NA
20155,"Reno County, Kansas",Reno County,KS,Kansas,Reno,NA,RENO,26740,"Hutchinson, KS"
20043,"Doniphan County, Kansas",Doniphan County,KS,Kansas,Doniphan,NA,DONIPHAN,41140,"St. Joseph, MO-KS"
20081,"Haskell County, Kansas",Haskell County,KS,Kansas,Haskell,NA,HASKELL,NA,NA
20171,"Scott County, Kansas",Scott County,KS,Kansas,Scott,NA,SCOTT,NA,NA
20013,"Brown County, Kansas",Brown County,KS,Kansas,Brown,NA,BROWN,NA,NA
20147,"Phillips County, Kansas",Phillips County,KS,Kansas,Phillips,NA,PHILLIPS,NA,NA
20039,"Decatur County, Kansas",Decatur County,KS,Kansas,Decatur,NA,DECATUR,NA,NA
21079,"Garrard County, Kentucky",Garrard County,KY,Kentucky,Garrard,NA,GARRARD,NA,NA
21037,"Campbell County, Kentucky",Campbell County,KY,Kentucky,Campbell,NA,CAMPBELL,17140,"Cincinnati, OH-KY-IN"
21063,"Elliott County, Kentucky",Elliott County,KY,Kentucky,Elliott,NA,ELLIOTT,NA,NA
21123,"Larue County, Kentucky",Larue County,KY,Kentucky,Larue,NA,LARUE,21060,"Elizabethtown-Fort Knox, KY"
21167,"Mercer County, Kentucky",Mercer County,KY,Kentucky,Mercer,NA,MERCER,NA,NA
21207,"Russell County, Kentucky",Russell County,KY,Kentucky,Russell,NA,RUSSELL,NA,NA
21229,"Washington County, Kentucky",Washington County,KY,Kentucky,Washington,NA,WASHINGTON,NA,NA
21009,"Barren County, Kentucky",Barren County,KY,Kentucky,Barren,NA,BARREN,23980,"Glasgow, KY"
21091,"Hancock County, Kentucky",Hancock County,KY,Kentucky,Hancock,NA,HANCOCK,36980,"Owensboro, KY"
21093,"Hardin County, Kentucky",Hardin County,KY,Kentucky,Hardin,NA,HARDIN,21060,"Elizabethtown-Fort Knox, KY"
21149,"McLean County, Kentucky",McLean County,KY,Kentucky,McLean,NA,MCLEAN,36980,"Owensboro, KY"
21197,"Powell County, Kentucky",Powell County,KY,Kentucky,Powell,NA,POWELL,NA,NA
21033,"Caldwell County, Kentucky",Caldwell County,KY,Kentucky,Caldwell,NA,CALDWELL,NA,NA
21019,"Boyd County, Kentucky",Boyd County,KY,Kentucky,Boyd,NA,BOYD,26580,"Huntington-Ashland, WV-KY-OH"
21067,"Fayette County, Kentucky",Fayette County,KY,Kentucky,Fayette,NA,FAYETTE,30460,"Lexington-Fayette, KY"
21115,"Johnson County, Kentucky",Johnson County,KY,Kentucky,Johnson,NA,JOHNSON,NA,NA
21175,"Morgan County, Kentucky",Morgan County,KY,Kentucky,Morgan,NA,MORGAN,NA,NA
21199,"Pulaski County, Kentucky",Pulaski County,KY,Kentucky,Pulaski,NA,PULASKI,43700,"Somerset, KY"
21001,"Adair County, Kentucky",Adair County,KY,Kentucky,Adair,NA,ADAIR,NA,NA
21025,"Breathitt County, Kentucky",Breathitt County,KY,Kentucky,Breathitt,NA,BREATHITT,NA,NA
21099,"Hart County, Kentucky",Hart County,KY,Kentucky,Hart,NA,HART,NA,NA
21223,"Trimble County, Kentucky",Trimble County,KY,Kentucky,Trimble,NA,TRIMBLE,NA,NA
21105,"Hickman County, Kentucky",Hickman County,KY,Kentucky,Hickman,NA,HICKMAN,NA,NA
21143,"Lyon County, Kentucky",Lyon County,KY,Kentucky,Lyon,NA,LYON,NA,NA
21135,"Lewis County, Kentucky",Lewis County,KY,Kentucky,Lewis,NA,LEWIS,NA,NA
